Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,industry,sector,exchange,Symbol
2022-01-03 00:00:00-05:00,21.298422964232,22.32866838899941,21.24630894806681,21.631147384643555,38800,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-01-10 00:00:00-05:00,21.719337137669932,21.719337137669932,21.262341365409902,21.434717178344727,102400,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-01-17 00:00:00-05:00,21.16613279336137,21.44674471226138,21.029835662993474,21.214237213134766,56100,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-01-24 00:00:00-05:00,21.390625337219163,21.502869507277442,21.069926616186848,21.470800399780273,349100,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-01-31 00:00:00-05:00,21.45476169180065,21.639163236109226,20.12386106287564,20.179983139038086,263700,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-02-07 00:00:00-05:00,20.16394422754988,20.380416364899272,19.48245871878973,19.506511688232422,151200,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-02-14 00:00:00-05:00,19.33013283511041,19.875321383190325,19.06555621962598,19.811180114746094,127200,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-02-21 00:00:00-05:00,19.658846712997693,19.843248248905983,19.482461305422966,19.747037887573242,92300,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-02-28 00:00:00-05:00,19.935506912656358,20.797670375870265,19.780967666440823,20.594329833984375,77800,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-03-07 00:00:00-05:00,20.512991810853205,20.59432833194837,19.691495895385742,19.691495895385742,97100,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-03-14 00:00:00-04:00,19.60202776466725,19.886704822203267,19.22381424776578,19.553226470947266,185100,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-03-21 00:00:00-04:00,19.764700156325485,19.780967772090893,19.24414886275422,19.341753005981445,133100,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-03-28 00:00:00-04:00,19.480024154043846,20.301518562071404,19.480024154043846,20.07377815246582,77700,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-04-04 00:00:00-04:00,20.085166822277127,20.122581099589645,19.292951264389355,19.805370330810547,74600,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-04-11 00:00:00-04:00,19.81756955266576,19.96804112327768,19.14654667742974,19.455623626708984,66700,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-04-18 00:00:00-04:00,19.494665076675027,19.60934820089167,18.926938311937544,19.153865814208984,53800,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-04-25 00:00:00-04:00,18.910672138381752,19.04731639939931,18.30065045649847,18.69919776916504,81900,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-05-02 00:00:00-04:00,18.438917866118114,18.87000031416195,17.902099033426172,17.97530174255371,141000,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-05-09 00:00:00-04:00,17.893968972164444,18.593460982967777,17.641827116484418,18.381986618041992,68700,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-05-16 00:00:00-04:00,18.308786838231374,18.813070630696405,18.219316482543945,18.219316482543945,72800,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
