Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2000-01-01 00:00:00-05:00,22.26057081238805,25.209621948839,21.880048322433552,23.687530517578125,58953979,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-01-08 00:00:00-05:00,25.8755358502247,27.96841033307104,25.352317229513115,25.54257774353028,84085555,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-01-15 00:00:00-05:00,25.54257798775097,26.96953921373795,24.876664710880974,24.924230575561523,30149316,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-01-22 00:00:00-05:00,24.92422877908703,28.91971403809446,24.63883655445997,27.968408584594727,65974354,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-01-29 00:00:00-05:00,27.7305813933698,29.300237110516328,27.254928680819745,29.01484489440918,41738772,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-02-05 00:00:00-05:00,29.014839701281343,29.68075279108799,28.01596859512885,28.8245792388916,31015104,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-02-12 00:00:00-05:00,28.444062469056323,28.444062469056323,26.874406641163244,27.0171012878418,28009731,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-02-19 00:00:00-05:00,26.969534841182288,26.969534841182288,23.592395782470703,23.592395782470703,37895185,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-02-26 00:00:00-05:00,24.35343981178829,27.778142929077145,24.35343981178829,27.77814292907715,41848454,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-03-04 00:00:00-05:00,27.77815155549425,27.96841208140479,26.351190253950104,26.731714248657227,33908668,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-03-11 00:00:00-05:00,26.73171962338008,28.11111239218197,25.11449747076408,28.01598358154297,34568778,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-03-18 00:00:00-05:00,28.681892585872813,31.91633639021749,28.681892585872813,31.535812377929688,58867816,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-03-25 00:00:00-05:00,31.5358087388034,32.3444195965786,30.25154512772181,31.39311408996582,29329651,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-04-01 00:00:00-05:00,31.39311187666538,31.91633045699123,29.20510583425341,31.20284843444824,23974354,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-04-08 00:00:00-04:00,31.202851122167274,33.20059683732751,28.681889724498618,29.58563232421875,32329953,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
2000-04-15 00:00:00-04:00,29.49049356026856,32.34441238683924,28.20623023545602,32.154151916503906,24830816,0.0,0.0,3684477,5874720,124.69,80.1,119.0418,109.76345,212838940672,Entertainment,Communication Services,NYQ,DIS
