Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,exchange,Symbol
2025-08-20 00:00:00-04:00,427.5400085449219,429.7900085449219,425.7200012207031,427.2699890136719,142808310,0.0,0.0,142808310,429.79,425.72,DJI,^DJUSUT
2025-08-29 00:00:00-04:00,420.0299987792969,420.5799865722656,417.80999755859375,418.5299987792969,124330483,0.0,0.0,124330483,420.58,417.81,DJI,^DJUSUT
