Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,exchange,Symbol
2024-01-01 00:00:00+01:00,7577.330078125,7610.10009765625,7350.2998046875,7420.68994140625,202826500,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-01-08 00:00:00+01:00,7406.240234375,7479.419921875,7376.2001953125,7465.14013671875,234403000,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-01-15 00:00:00+01:00,7467.7998046875,7479.27001953125,7281.10009765625,7371.64013671875,252546100,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-01-22 00:00:00+01:00,7436.60986328125,7645.740234375,7373.22021484375,7634.14013671875,272377700,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-01-29 00:00:00+01:00,7643.0400390625,7702.9501953125,7570.06982421875,7592.259765625,300256600,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-02-05 00:00:00+01:00,7591.77001953125,7685.4599609375,7558.22998046875,7647.52001953125,314063200,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-02-12 00:00:00+01:00,7674.14013671875,7800.91015625,7598.02001953125,7768.18017578125,302013600,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-02-19 00:00:00+01:00,7742.8701171875,7976.39990234375,7727.9599609375,7966.68017578125,281650100,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-02-26 00:00:00+01:00,7950.14990234375,7977.68017578125,7900.47998046875,7934.169921875,313706400,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-03-04 00:00:00+01:00,7934.35009765625,8048.08984375,7905.41015625,8028.009765625,261825100,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-03-11 00:00:00+01:00,7985.3701171875,8218.0703125,7984.06005859375,8164.35009765625,396074300,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-03-18 00:00:00+01:00,8175.97998046875,8229.25,8125.64990234375,8151.919921875,251337200,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-03-25 00:00:00+01:00,8147.7998046875,8253.58984375,8101.830078125,8205.8095703125,213443400,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-04-01 00:00:00+02:00,8195.650390625,8253.0498046875,8019.2900390625,8061.31005859375,249864600,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-04-08 00:00:00+02:00,8050.02001953125,8145.22021484375,7974.06005859375,8010.830078125,279808600,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-04-15 00:00:00+02:00,8051.259765625,8126.3798828125,7899.35986328125,8022.41015625,310352800,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-04-22 00:00:00+02:00,8068.14013671875,8146.9599609375,7955.509765625,8088.240234375,326568400,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-04-29 00:00:00+02:00,8116.43017578125,8128.0,7908.6298828125,7957.56982421875,276995100,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-05-06 00:00:00+02:00,7975.85986328125,8259.1904296875,7961.4501953125,8219.1396484375,252620300,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-05-13 00:00:00+02:00,8211.0703125,8253.099609375,8135.7998046875,8167.5,268360200,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-05-20 00:00:00+02:00,8178.6298828125,8221.2998046875,8042.2998046875,8094.97021484375,171101200,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-05-27 00:00:00+02:00,8088.33984375,8148.759765625,7914.169921875,7992.8701171875,339371600,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-06-03 00:00:00+02:00,8069.6201171875,8072.31005859375,7914.27001953125,8001.7998046875,283795300,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-06-10 00:00:00+02:00,7812.52001953125,7931.72021484375,7464.83984375,7503.27001953125,538836700,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-06-17 00:00:00+02:00,7539.02978515625,7682.64013671875,7482.3798828125,7628.56982421875,426938500,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-06-24 00:00:00+02:00,7633.990234375,7725.27978515625,7456.47021484375,7479.39990234375,339337000,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-07-01 00:00:00+02:00,7673.47998046875,7738.18994140625,7477.27001953125,7675.6201171875,237133100,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-07-08 00:00:00+02:00,7637.89013671875,7746.06005859375,7484.6201171875,7724.31982421875,241426400,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-07-15 00:00:00+02:00,7682.33984375,7712.85009765625,7513.66015625,7534.52001953125,257790400,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-07-22 00:00:00+02:00,7573.41015625,7661.77001953125,7341.25,7517.68017578125,303852400,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-07-29 00:00:00+02:00,7547.4501953125,7584.490234375,7227.7900390625,7251.7998046875,346168900,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-08-05 00:00:00+02:00,7099.58984375,7319.509765625,7029.91015625,7269.7099609375,341535500,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-08-12 00:00:00+02:00,7296.83984375,7460.330078125,7222.080078125,7449.7001953125,217493200,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-08-19 00:00:00+02:00,7445.31005859375,7583.5,7444.72021484375,7577.0400390625,153981900,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-08-26 00:00:00+02:00,7578.02001953125,7693.81982421875,7565.77978515625,7630.9501953125,219605900,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-09-02 00:00:00+02:00,7628.85986328125,7671.52978515625,7341.93017578125,7352.2998046875,262850300,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-09-09 00:00:00+02:00,7376.72021484375,7490.83984375,7363.31005859375,7465.25,210726100,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-09-16 00:00:00+02:00,7432.169921875,7615.41015625,7430.06005859375,7500.259765625,334134200,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-09-23 00:00:00+02:00,7499.919921875,7804.64013671875,7456.43994140625,7791.7900390625,334007900,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-09-30 00:00:00+02:00,7748.06982421875,7763.89013671875,7458.490234375,7541.35986328125,381239500,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-10-07 00:00:00+02:00,7571.97021484375,7587.52001953125,7475.77978515625,7577.89013671875,259443000,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-10-14 00:00:00+02:00,7583.47998046875,7644.0498046875,7420.85009765625,7613.0498046875,304731800,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-10-21 00:00:00+02:00,7579.080078125,7620.4599609375,7459.41015625,7497.5400390625,263265100,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-10-28 00:00:00+01:00,7542.1298828125,7618.31982421875,7315.97021484375,7409.10986328125,338534200,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-11-04 00:00:00+01:00,7386.31982421875,7572.14013671875,7330.2099609375,7338.669921875,355192600,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-11-11 00:00:00+01:00,7395.08984375,7452.60009765625,7158.25,7269.6298828125,335634700,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-11-18 00:00:00+01:00,7274.39990234375,7301.18994140625,7131.2099609375,7255.009765625,295855500,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-11-25 00:00:00+01:00,7329.47998046875,7333.22998046875,7091.14990234375,7235.10986328125,391671600,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-12-02 00:00:00+01:00,7147.3701171875,7444.72021484375,7146.02001953125,7426.8798828125,399954300,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-12-09 00:00:00+01:00,7484.5,7511.02001953125,7367.10986328125,7409.56982421875,339236400,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-12-16 00:00:00+01:00,7382.240234375,7397.35009765625,7194.490234375,7274.47998046875,554492600,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-12-23 00:00:00+01:00,7259.3701171875,7355.3701171875,7233.18994140625,7355.3701171875,113071400,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2024-12-30 00:00:00+01:00,7325.5,7399.25,7270.56982421875,7282.22021484375,179476000,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2025-01-06 00:00:00+01:00,7313.35986328125,7521.22021484375,7304.47021484375,7431.0400390625,327053700,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2025-01-13 00:00:00+01:00,7409.56005859375,7732.31982421875,7353.0498046875,7709.75,395130000,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2025-01-20 00:00:00+01:00,7722.1201171875,7988.85009765625,7707.2900390625,7927.6201171875,332582700,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2025-01-27 00:00:00+01:00,7873.7001953125,7996.41015625,7844.41015625,7950.169921875,372039200,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2025-02-03 00:00:00+01:00,7786.31982421875,8027.0498046875,7785.8701171875,7973.02978515625,424080100,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2025-02-10 00:00:00+01:00,7977.759765625,8212.6396484375,7971.14990234375,8178.5400390625,401759800,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
2025-02-17 00:00:00+01:00,8181.39990234375,8225.1298828125,8097.14013671875,8154.509765625,371049200,0.0,0.0,0,46108410,8257.88,6763.76,7746.1226,7687.2646,PAR,^FCHI
