Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,exchange,Symbol
2025-08-20 00:00:00-04:00,3420.830078125,3458.56005859375,3420.830078125,3422.580078125,22264660,0.0,0.0,22264660,3458.56,3420.83,DJI,^DJUSRR
2025-08-29 00:00:00-04:00,3284.070068359375,3308.81005859375,3278.530029296875,3306.610107421875,20021272,0.0,0.0,20021272,3308.81,3278.53,DJI,^DJUSRR
