Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2014-09-29 00:00:00-04:00,36.0,39.43000030517578,31.200000762939453,32.18000030517578,20070300,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-10-06 00:00:00-04:00,32.33000183105469,34.54999923706055,24.25,25.8700008392334,5873500,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-10-13 00:00:00-04:00,25.56999969482422,28.8700008392334,22.56100082397461,26.8700008392334,4063300,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-10-20 00:00:00-04:00,27.450000762939453,32.150001525878906,23.899999618530273,25.15999984741211,4530300,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-10-27 00:00:00-04:00,26.290000915527344,26.899999618530273,23.780000686645508,25.100000381469727,3844700,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-11-03 00:00:00-05:00,25.149999618530273,27.450000762939453,25.0,26.010000228881836,2593900,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-11-10 00:00:00-05:00,26.0,28.1200008392334,20.90999984741211,21.56999969482422,6577900,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-11-17 00:00:00-05:00,21.600000381469727,23.152999877929688,21.399999618530273,22.280000686645508,2862900,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-11-24 00:00:00-05:00,22.25,24.308000564575195,22.219999313354492,24.260000228881836,949300,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-12-01 00:00:00-05:00,23.969999313354492,23.996000289916992,19.049999237060547,20.729999542236328,3043800,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-12-08 00:00:00-05:00,20.559999465942383,21.34000015258789,16.739999771118164,18.440000534057617,4351800,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-12-15 00:00:00-05:00,18.889999389648438,21.399999618530273,18.270000457763672,20.059999465942383,5455000,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-12-22 00:00:00-05:00,20.700000762939453,21.290000915527344,19.809999465942383,20.309999465942383,1793300,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2014-12-29 00:00:00-05:00,20.440000534057617,20.829999923706055,19.059999465942383,20.780000686645508,1817500,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-01-05 00:00:00-05:00,20.600000381469727,22.959999084472656,20.31999969482422,20.899999618530273,4061200,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-01-12 00:00:00-05:00,21.1299991607666,24.48699951171875,21.100000381469727,22.5,4576100,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-01-19 00:00:00-05:00,22.65999984741211,22.871999740600586,19.709999084472656,20.450000762939453,2486200,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-01-26 00:00:00-05:00,20.420000076293945,20.534000396728516,18.1200008392334,19.559999465942383,2650700,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-02-02 00:00:00-05:00,19.530000686645508,21.920000076293945,19.5,21.399999618530273,2374800,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-02-09 00:00:00-05:00,21.43000030517578,23.059999465942383,20.280000686645508,21.959999084472656,2875800,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-02-16 00:00:00-05:00,22.020000457763672,24.65999984741211,20.940000534057617,24.530000686645508,2684200,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-02-23 00:00:00-05:00,24.600000381469727,25.208999633789062,23.209999084472656,23.350000381469727,2622200,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-03-02 00:00:00-05:00,23.350000381469727,30.5,21.93000030517578,28.809999465942383,10922900,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-03-09 00:00:00-04:00,28.790000915527344,34.0,27.829999923706055,32.45000076293945,5093000,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-03-16 00:00:00-04:00,32.54999923706055,34.099998474121094,30.280000686645508,31.940000534057617,4537000,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-03-23 00:00:00-04:00,31.799999237060547,32.790000915527344,30.299999237060547,32.33000183105469,2848300,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
2015-03-30 00:00:00-04:00,32.5,33.66999816894531,30.59000015258789,30.809999465942383,2594400,0.0,0.0,7512174,4684470,90.05,20.41,67.2482,47.37205,11618922496,Internet Retail,Consumer Cyclical,NYQ,W
