Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,exchange,Symbol
2024-01-01 00:00:00+01:00,16828.75,16963.470703125,16448.7109375,16594.2109375,263371400,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-01-08 00:00:00+01:00,16618.509765625,16839.490234375,16517.490234375,16704.560546875,310542600,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-01-15 00:00:00+01:00,16723.240234375,16736.16015625,16345.01953125,16555.130859375,330800100,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-01-22 00:00:00+01:00,16684.099609375,16967.720703125,16607.720703125,16961.390625,353054400,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-01-29 00:00:00+01:00,16925.390625,17004.55078125,16821.599609375,16918.2109375,386751300,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-02-05 00:00:00+01:00,16925.970703125,17049.51953125,16859.0,16926.5,367578600,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-02-12 00:00:00+01:00,16975.990234375,17198.44921875,16831.529296875,17117.439453125,330127100,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-02-19 00:00:00+01:00,17075.740234375,17443.740234375,17019.150390625,17419.330078125,328269400,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-02-26 00:00:00+01:00,17396.740234375,17816.51953125,17396.400390625,17735.0703125,358047400,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-03-04 00:00:00+01:00,17743.439453125,17879.109375,17619.400390625,17814.509765625,321529900,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-03-11 00:00:00+01:00,17690.94921875,18039.05078125,17662.55078125,17936.650390625,547416400,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-03-18 00:00:00+01:00,17936.310546875,18225.970703125,17902.919921875,18205.939453125,345891200,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-03-25 00:00:00+01:00,18206.359375,18513.830078125,18176.849609375,18492.490234375,254652200,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-04-01 00:00:00+02:00,18492.359375,18567.16015625,18088.029296875,18175.0390625,297980100,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-04-08 00:00:00+02:00,18163.390625,18326.369140625,17860.73046875,17930.3203125,373057200,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-04-15 00:00:00+02:00,17937.619140625,18191.94921875,17626.900390625,17737.359375,334474700,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-04-22 00:00:00+02:00,17738.0390625,18226.3203125,17738.0390625,18161.009765625,383614100,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-04-29 00:00:00+02:00,18162.150390625,18235.80078125,17875.98046875,18001.599609375,308049300,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-05-06 00:00:00+02:00,18001.130859375,18845.859375,18001.130859375,18772.849609375,347152000,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-05-13 00:00:00+02:00,18773.240234375,18892.919921875,18627.91015625,18704.419921875,373606600,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-05-20 00:00:00+02:00,18710.130859375,18804.0,18515.83984375,18693.369140625,282472600,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-05-27 00:00:00+02:00,18703.130859375,18855.05078125,18394.4296875,18497.939453125,345921500,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-06-03 00:00:00+02:00,18503.7890625,18784.650390625,18365.529296875,18557.26953125,321740500,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-06-10 00:00:00+02:00,18550.330078125,18651.69921875,17951.169921875,18002.01953125,343710600,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-06-17 00:00:00+02:00,18008.23046875,18257.939453125,17969.5390625,18163.51953125,374757600,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
2024-06-24 00:00:00+02:00,18165.5390625,18363.390625,18045.5390625,18235.44921875,291361100,0.0,0.0,0,50105930,24639.1,18208.84,23974.768,22237.91,GER,^GDAXI
