Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,exchange,Symbol
2025-08-20 00:00:00-04:00,1457.260009765625,1468.6300048828125,1445.4599609375,1445.4599609375,40634580,0.0,0.0,40634580,1468.63,1445.46,DJI,^DJUSIT
2025-08-29 00:00:00-04:00,1423.31005859375,1434.300048828125,1421.47998046875,1429.27001953125,39565320,0.0,0.0,39565320,1434.3,1421.48,DJI,^DJUSIT
