Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2013-06-17 00:00:00-04:00,13.464457132251455,14.424946230802009,13.393962658288917,13.76405906677246,49579200,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-06-24 00:00:00-04:00,13.781683822237117,13.98435523533038,13.085550225380384,13.43802261352539,51721900,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-07-01 00:00:00-04:00,13.032680604848006,14.054851500857955,12.944562076422086,13.799308776855469,77329100,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-07-08 00:00:00-04:00,13.77287306989388,14.134158351440416,13.129609851882286,13.156045913696287,69064400,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-07-15 00:00:00-04:00,13.1560435996476,14.187026298956592,12.680205495378868,14.07247257232666,65860400,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-07-22 00:00:00-04:00,14.178214097557728,14.213460492602447,13.490892586978084,14.001977920532228,34599700,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-07-29 00:00:00-04:00,13.98435617250104,14.513064790150295,13.5702004584054,14.39851188659668,48061800,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-08-05 00:00:00-04:00,14.389700433074209,14.389700433074209,13.94029746009836,14.081286430358888,31145300,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-08-12 00:00:00-04:00,13.993168744126333,14.319205947943942,13.799308489837829,14.081286430358888,23971500,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-08-19 00:00:00-04:00,14.142970257538504,14.151782279119027,13.649508814077956,13.878616333007812,23142200,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
2013-08-26 00:00:00-04:00,13.913860212884275,14.098908419504694,13.737624025712554,13.834553718566896,32465600,0.0,0.0,1870600,2290740,30.75,23.38,29.4604,28.29675,17419601920,Entertainment,Communication Services,NMS,NWSA
