Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,industry,sector,exchange,Symbol
2020-03-02 00:00:00-05:00,18.93829312342103,18.945769920358885,18.78876003677027,18.85978889465332,1834700,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-03-09 00:00:00-04:00,18.84109802447916,18.84109802447916,17.383155389160528,17.4205379486084,1245100,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-03-16 00:00:00-04:00,17.420539038440936,17.420539038440936,12.37381619037998,13.360732078552246,898200,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-03-23 00:00:00-04:00,14.205591278510132,16.55325169662155,13.383162024543596,16.508392333984375,765400,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-03-30 00:00:00-04:00,16.560727360479518,18.108388812969164,15.222411962714137,15.513999938964844,873200,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-04-06 00:00:00-04:00,15.768205436940999,17.913996448526515,15.700915684210118,17.271007537841797,671300,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-04-13 00:00:00-04:00,17.300911287151703,17.92894795545076,16.8672670567598,17.570070266723633,360100,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-04-20 00:00:00-04:00,17.622407009331145,18.153248189513725,16.680351975275205,18.05605125427246,293900,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-04-27 00:00:00-04:00,18.05605450219963,18.975679310609927,17.756989697763775,18.429885864257812,1944800,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-05-04 00:00:00-04:00,18.383528961341945,19.375678484493402,18.205586024346413,18.691566467285156,352700,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-05-11 00:00:00-04:00,18.766337234450607,18.856055975060105,17.28596517991086,17.525217056274414,312100,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-05-18 00:00:00-04:00,17.712128800599864,18.82614599198694,17.644839047169143,18.706520080566406,112300,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-05-25 00:00:00-04:00,18.85605173881806,18.85605173881806,18.669136074145207,18.691566467285156,110000,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-06-01 00:00:00-04:00,18.728949029798386,18.833622771731463,18.654183904771926,18.691566467285156,142400,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-06-08 00:00:00-04:00,18.661658556077985,18.75885549654587,18.31773443086127,18.482219696044922,135700,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-06-15 00:00:00-04:00,18.317738021889966,18.669139013420406,18.10839193111765,18.28035545349121,271300,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-06-22 00:00:00-04:00,18.385024304302554,18.444837258046004,18.175678253173828,18.175678253173828,285300,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-06-29 00:00:00-04:00,18.235491789146327,18.691566467285156,18.179417945376482,18.691566467285156,237800,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-07-06 00:00:00-04:00,18.751382079325477,18.751382079325477,18.425400497901272,18.717737197875977,65800,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-07-13 00:00:00-04:00,18.728949029798386,18.75885622065165,18.504650802612304,18.691566467285156,159500,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-07-20 00:00:00-04:00,18.7214751698426,18.83362429249135,18.654185411042654,18.766334533691406,151100,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-07-27 00:00:00-04:00,18.706522633077515,18.953251287305243,18.706522633077515,18.87848472595215,169600,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-08-03 00:00:00-04:00,18.938298750151564,19.110260852654104,18.923345151833004,18.99063491821289,174100,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-08-10 00:00:00-04:00,19.01306419530546,19.09530755515754,18.94577443289077,19.061662673950195,140500,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2020-08-17 00:00:00-04:00,19.095304616332232,19.685957363670294,19.095304616332232,19.626144409179688,327800,0.0,0.0,6010,13400,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
