Date,Open,High,Low,Close,Volume
2024-01-02,466.07,473.5,464.61,467.65,13183838
2024-01-03,459.36,459.36,446.07,447.12,17875991
2024-01-04,434.27,449.96,431.96,447.34,163959178
2024-01-05,447.33,454.56,445.89,448.85,75620587
2024-01-08,448.7,454.96,446.0,454.45,39545470
2024-01-09,450.49,452.36,445.07,446.31,48993394
2024-01-10,448.52,448.52,443.11,447.03,32735041
2024-01-11,447.17,449.55,443.08,449.15,25589720
2024-01-12,451.58,451.89,439.27,439.84,30488355
2024-01-16,436.46,441.06,433.24,441.06,25643727
2024-01-17,435.92,435.95,430.32,433.36,24128132
2024-01-18,434.12,436.86,429.46,435.4,22201934
2024-01-19,434.42,438.07,432.19,436.72,21506035
2024-01-22,438.4,443.86,438.28,441.68,26546738
2024-01-23,448.09,449.16,441.18,443.42,21796459
2024-01-24,444.19,446.25,439.95,441.33,23233900
2024-01-25,442.78,446.97,441.15,446.79,26731147
2024-01-26,452.39,457.85,450.76,454.01,22276568
2024-01-29,452.85,458.85,451.53,458.51,28047786
2024-01-30,458.7,459.56,455.73,456.57,23998931
2024-01-31,456.99,460.31,442.01,442.64,24313038
2024-02-01,445.4,453.38,441.97,453.0,20513743
2024-02-02,449.77,455.4,447.12,452.04,17615482
2024-02-05,450.31,450.31,444.24,445.72,18537721
2024-02-06,443.91,454.73,442.07,453.66,19981155
2024-02-07,452.73,454.2,447.06,449.16,18151112
2024-02-08,445.19,447.28,442.73,446.28,23149188
2024-02-09,446.16,451.56,445.16,450.56,21471229
2024-02-12,450.78,459.71,450.24,458.04,21363425
2024-02-13,448.5,448.5,438.46,441.27,21465333
2024-02-14,445.07,447.06,442.42,444.98,23072817
2024-02-15,448.2,448.2,439.94,447.61,29512736
2024-02-16,446.35,447.14,441.71,443.44,22513549
2024-02-20,439.48,441.01,435.32,440.01,23485737
2024-02-21,438.82,440.58,435.96,439.58,18746417
2024-02-22,440.87,444.14,439.39,441.83,19677584
2024-02-23,437.9,440.37,435.25,438.38,19944275
2024-02-26,438.75,441.81,435.84,439.61,20163859
2024-02-27,442.33,447.66,442.33,446.42,27169272
2024-02-28,445.26,449.54,443.35,447.92,17360538
2024-02-29,449.46,452.34,445.79,448.47,19593975
2024-03-01,448.47,450.14,444.29,449.19,18646833
2024-03-04,448.84,449.66,445.71,448.49,17624629
2024-03-05,447.94,454.75,446.17,450.04,18006835
2024-03-06,451.57,453.55,448.13,450.53,28725833
2024-03-07,451.84,458.83,451.84,454.35,20448869
2024-03-08,455.04,459.0,450.41,450.69,20080560
2024-03-11,449.65,454.58,449.43,453.12,16566511
2024-03-12,454.21,458.67,452.27,455.74,16362939
2024-03-13,455.76,460.67,455.29,458.28,16353114
2024-03-14,456.88,458.11,446.47,448.02,19455813
2024-03-15,447.38,453.46,446.38,450.1,26697246
2024-03-18,451.55,455.18,449.36,451.63,15062121
2024-03-19,451.55,454.36,450.16,453.27,15967506
2024-03-20,455.04,459.81,453.83,459.5,20400152
2024-03-21,460.14,466.22,460.14,465.72,20589790
2024-03-22,465.24,465.24,458.85,461.25,16006478
2024-03-25,462.2,464.48,458.25,459.09,16183072
2024-03-26,458.74,459.08,452.76,453.31,15674682
2024-03-27,454.81,463.79,454.24,463.67,23681018
2024-03-28,464.35,466.99,463.67,464.5,20126600
2024-04-01,464.94,466.76,461.95,462.68,15931639
2024-04-02,458.71,459.44,455.75,458.06,22962292
2024-04-03,457.29,458.65,456.03,457.68,14782900
2024-04-04,460.6,462.34,446.9,447.36,17743856
2024-04-05,448.48,451.44,446.35,448.94,13306936
2024-04-08,449.66,456.22,449.66,452.46,14848322
2024-04-09,452.83,459.7,452.83,459.55,14811226
2024-04-10,456.23,456.23,442.26,444.19,23822890
2024-04-11,445.05,445.61,438.13,442.98,15292169
2024-04-12,441.73,441.73,434.18,435.78,16231503
2024-04-15,438.74,440.51,429.58,431.49,20985049
2024-04-16,429.77,432.04,427.05,427.74,18708995
2024-04-17,428.24,430.96,422.39,422.39,20324606
2024-04-18,432.16,438.92,431.38,434.61,18915208
2024-04-19,434.56,438.99,434.56,438.23,18664575
2024-04-22,441.08,443.51,436.66,441.73,16906000
2024-04-23,441.46,444.82,440.26,443.64,15265950
2024-04-24,444.16,448.62,442.9,445.62,18516865
2024-04-25,442.55,442.55,434.4,439.08,26171044
2024-04-26,440.06,445.93,438.18,444.05,24194888
2024-04-29,446.15,448.48,445.33,447.34,24904855
2024-04-30,442.39,442.39,435.18,435.23,22052585
2024-05-01,434.71,440.22,432.9,432.97,20194155
2024-05-02,443.79,452.76,443.32,451.09,24103459
2024-05-03,456.37,459.72,455.76,458.6,20987155
2024-05-06,461.47,467.17,461.47,466.29,17040637
2024-05-07,466.5,469.63,461.84,461.91,16439900
2024-05-08,457.37,463.69,456.36,463.5,14443422
2024-05-09,464.4,467.17,463.62,465.6,14388834
2024-05-10,468.78,469.48,462.75,464.17,15237022
2024-05-13,466.05,470.79,465.92,466.43,21099139
2024-05-14,470.17,472.06,464.34,465.84,19748637
2024-05-15,468.63,470.38,462.19,464.78,15777881
2024-05-16,464.87,465.99,463.56,464.08,11696011
2024-05-17,464.75,464.97,460.42,461.24,14142983
2024-05-20,460.59,463.49,458.35,458.67,13543846
2024-05-21,456.87,459.22,455.89,458.55,13941435
2024-05-22,457.05,458.02,453.14,454.61,15970809
2024-05-23,455.95,456.82,444.66,445.43,16849860
2024-05-24,447.73,451.13,447.14,451.13,15609156
2024-05-28,452.21,455.58,449.18,451.24,15064875
2024-05-29,445.51,446.31,441.92,442.53,13578142
2024-05-30,444.03,447.78,442.14,447.14,17244155
2024-05-31,446.75,453.69,445.9,453.46,40788133
2024-06-03,454.9,458.27,452.93,456.41,14403488
2024-06-04,452.71,455.12,448.92,449.03,13770600
2024-06-05,449.4,450.28,442.07,444.16,15156506
2024-06-06,442.13,446.5,441.71,444.8,16041326
2024-06-07,442.47,446.87,440.72,446.33,29643335
2024-06-10,443.27,443.73,438.83,441.82,21566924
2024-06-11,440.44,440.44,429.46,430.34,20100038
2024-06-12,432.18,438.14,430.14,431.9,22423014
2024-06-13,429.95,431.25,424.36,427.47,22605999
2024-06-14,421.1,421.59,408.27,411.34,20991382
2024-06-17,412.54,417.66,411.74,417.13,17550517
2024-06-18,417.69,420.46,412.55,413.79,20035404
2024-06-20,415.0,420.0,414.3,418.3,22017179
2024-06-21,418.58,423.58,416.39,423.1,38032878
2024-06-24,423.5,430.39,423.5,427.73,17433706
2024-06-25,424.7,425.45,415.7,416.8,17148180
2024-06-26,415.57,415.57,401.79,407.05,26236958
2024-06-27,406.16,408.54,404.13,407.01,25169551
2024-06-28,408.16,411.32,406.53,410.99,26253235
2024-07-01,412.16,413.83,402.98,403.0,16995977
2024-07-02,400.74,409.56,400.74,407.3,15395275
2024-07-03,408.02,410.4,405.6,406.79,11111312
2024-07-05,405.09,406.14,401.83,403.82,19006266
2024-07-08,407.62,410.29,404.11,404.4,14287466
2024-07-09,403.38,403.99,400.08,400.97,18590266
2024-07-10,402.26,405.42,400.56,404.77,15786735
2024-07-11,413.63,419.76,411.39,419.3,98302576
2024-07-12,420.61,427.25,420.35,425.1,76505222
2024-07-15,423.81,430.18,422.37,427.61,43755000
2024-07-16,429.67,436.69,427.86,436.29,37419111
2024-07-17,432.84,434.69,428.5,433.81,39566875
2024-07-18,435.05,441.96,427.47,427.55,36837210
2024-07-19,419.82,419.82,407.96,410.99,35815369
2024-07-22,414.9,414.97,408.57,412.87,28916689
2024-07-23,409.54,411.39,405.93,409.15,24722445
2024-07-24,407.56,410.25,400.97,401.23,28282466
2024-07-25,400.35,411.74,396.97,405.13,41744930
2024-07-26,404.38,410.89,403.42,410.05,26361053
2024-07-29,408.37,410.74,406.0,409.88,25362475
2024-07-30,411.0,413.35,407.54,410.13,22654783
2024-07-31,418.59,425.72,415.97,418.12,32399811
2024-08-01,417.35,436.25,410.57,413.62,55358288
2024-08-02,407.55,407.55,394.49,400.29,35853435
2024-08-05,389.45,394.58,383.37,392.63,30891776
2024-08-06,392.28,397.15,390.98,392.31,25952117
2024-08-07,398.62,401.15,386.56,386.64,26151454
2024-08-08,389.25,392.61,388.03,391.03,19634894
2024-08-09,390.24,391.93,385.7,386.53,18447857
2024-08-12,387.17,387.93,381.87,382.34,20936953
2024-08-13,383.3,389.77,383.3,388.85,20948419
2024-08-14,389.79,390.5,385.84,386.19,17809175
2024-08-15,391.42,396.34,391.42,394.14,22969168
2024-08-16,394.17,395.59,393.15,394.91,16648011
2024-08-19,396.94,402.02,396.94,401.24,16576398
2024-08-20,400.72,401.78,397.99,398.79,15351169
2024-08-21,402.12,406.29,401.67,406.2,16339150
2024-08-22,405.55,406.12,400.33,400.7,15758260
2024-08-23,403.53,412.64,403.39,409.57,17488532
2024-08-26,409.75,414.52,408.28,408.98,17955565
2024-08-27,408.33,408.83,405.01,405.63,17102575
2024-08-28,404.02,405.04,400.46,403.0,17477905
2024-08-29,405.64,409.92,402.69,405.56,13082220
2024-08-30,407.61,408.94,403.74,408.8,15511801
2024-09-03,405.9,407.25,400.11,401.55,17858274
2024-09-04,400.61,402.19,396.63,399.12,15407746
2024-09-05,400.85,401.4,393.65,396.9,18877286
2024-09-06,395.87,398.84,386.11,386.16,23710179
2024-09-09,386.48,393.09,385.53,389.43,21230530
2024-09-10,384.57,386.86,374.87,377.42,22245693
2024-09-11,377.28,377.7,369.69,377.29,24099546
2024-09-12,377.78,382.08,373.84,380.99,21282871
2024-09-13,385.96,389.79,385.81,387.2,20227747
2024-09-16,387.93,390.04,383.81,386.12,17905275
2024-09-17,389.7,397.08,389.31,392.48,22675242
2024-09-18,394.84,399.21,390.03,390.57,19936813
2024-09-19,398.79,401.13,396.67,398.2,34025311
2024-09-20,398.52,398.52,391.02,391.7,52090584
2024-09-23,391.76,398.54,391.32,397.06,18761046
2024-09-24,399.54,402.67,399.29,402.48,17296315
2024-09-25,399.88,400.35,394.09,394.79,15916965
2024-09-26,399.89,406.03,399.39,405.7,22501836
2024-09-27,410.55,418.83,410.25,412.13,24270211
2024-09-30,407.89,407.89,400.59,402.5,16132901
2024-10-01,402.0,402.0,395.97,398.41,16501928
2024-10-02,397.67,400.39,396.12,396.58,12698173
2024-10-03,391.83,392.67,388.32,390.36,16315375
2024-10-04,395.36,396.62,392.17,394.22,12808924
2024-10-07,391.83,393.97,389.4,391.48,12277148
2024-10-08,391.07,391.5,385.57,387.84,13094979
2024-10-09,387.71,394.14,386.29,392.53,11424600
2024-10-10,390.71,393.18,389.82,391.05,10836273
2024-10-11,390.42,397.68,390.29,396.8,14250835
2024-10-14,395.53,398.88,393.37,398.78,12237078
2024-10-15,397.41,401.74,395.0,395.35,15295676
2024-10-16,398.18,401.44,397.49,397.9,14564530
2024-10-17,397.56,399.31,394.62,399.26,15850027
2024-10-18,407.31,411.75,404.29,405.89,12190769
2024-10-21,407.05,407.78,398.89,399.29,11088872
2024-10-22,380.96,381.6,372.93,373.95,16220624
2024-10-23,372.68,376.23,372.09,375.42,13244013
2024-10-24,376.67,379.69,366.17,367.28,16841939
2024-10-25,368.48,374.28,368.48,372.28,14212234
2024-10-28,373.53,381.81,373.53,380.48,14758667
2024-10-29,377.23,378.12,374.05,376.7,15238772
2024-10-30,374.61,378.36,372.08,372.92,18371141
2024-10-31,363.3,367.99,347.09,350.58,44502421
2024-11-01,352.27,357.59,350.32,351.47,29812823
2024-11-04,352.39,358.15,351.34,351.38,18625303
2024-11-05,349.83,353.41,347.83,353.13,16615675
2024-11-06,360.73,360.73,351.88,357.4,25656498
2024-11-07,360.63,366.35,359.59,362.92,24453745
2024-11-08,360.25,363.34,358.81,360.66,16815599
2024-11-11,363.35,366.28,361.45,362.48,15247700
2024-11-12,361.97,365.79,360.18,364.51,19287940
2024-11-13,364.75,369.11,363.62,365.69,14951442
2024-11-14,366.91,368.53,358.39,358.49,19351372
2024-11-15,358.68,360.33,353.49,354.89,19197994
2024-11-18,356.83,359.22,354.88,356.01,19285096
2024-11-19,350.84,352.74,348.18,348.33,16775462
2024-11-20,348.11,350.62,347.36,350.16,12790090
2024-11-21,350.68,355.96,348.15,355.8,11990303
2024-11-22,355.7,363.01,355.7,361.71,14518573
2024-11-25,364.26,378.35,364.26,374.74,21698025
