Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,exchange,Symbol,Close_original,gap
2024-03-15 00:00:00-04:00,119.01852739665428,119.99786195266624,118.95976971424707,119.038112052416,10739900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.51799011230467,-0.4798780598886765
2024-03-18 00:00:00-04:00,119.94629185026066,120.22135176605892,119.59264124571416,120.15847294156927,7178800,0.376,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.73017120361328,0.4283017379559908
2024-03-19 00:00:00-04:00,119.77929655471156,120.77148342499493,119.71053157329514,120.81078306594205,8842400,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.76165771484376,0.04912535109828298
2024-03-20 00:00:00-04:00,120.60447411544509,122.39237109423792,120.47676986511011,122.05836968429273,10400900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.2155532836914,-0.1571835993986781
2024-03-21 00:00:00-04:00,122.78532237357724,123.71856999590808,122.58885313457132,123.99362773246396,9965100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.42385864257812,0.5697690898858383
2024-03-22 00:00:00-04:00,123.77750818403533,123.8757428026775,122.97197231945586,123.35509149702361,6771100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.0014419555664,0.3536495414572016
2024-03-25 00:00:00-04:00,122.97197478646002,123.06038369656532,122.12714355851092,122.17626708382329,7658200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.20573425292967,-0.029467169106382585
2024-03-26 00:00:00-04:00,122.20572361271084,122.52990457784664,121.71454305759129,121.7636459759921,7292700,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,121.76365661621094,-1.0640218832236314e-05
2024-03-27 00:00:00-04:00,122.5495471584292,123.72837747986068,122.4807821812594,124.50444980735499,7162900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.71855926513672,0.7858905422182687
2024-03-28 00:00:00-04:00,123.87572727448362,124.0623782728812,123.50243277250851,123.89536533600706,7287000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.73819732666016,0.15716800934690411
2024-04-01 00:00:00-04:00,123.86591991601894,123.93469239493928,122.70674089686716,122.91304668603846,6905300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.78532409667967,0.12772258935878256
2024-04-02 00:00:00-04:00,122.29413647899406,122.69690814476084,121.9601372882008,121.7243656660058,11049400,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.2155532836914,-0.49118761768561114
2024-04-03 00:00:00-04:00,122.12714183829472,123.18809371354097,122.12714183829472,122.75585735343144,7589900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.84426879882812,-0.08841144539668733
2024-04-04 00:00:00-04:00,123.6497956439336,124.16062012353694,121.40018780210757,122.56918346131641,10659800,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,121.76365661621094,0.8055268451054758
2024-04-05 00:00:00-04:00,122.156614501164,123.77751199047974,122.09767522713037,123.8462888786054,10718600,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.45333099365234,0.39295788495306283
2024-04-08 00:00:00-04:00,123.63015147146416,123.83644641732832,123.14879659778114,123.41402598318291,6096100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.2372055053711,0.1768204778118161
2024-04-09 00:00:00-04:00,123.40419382384994,123.73819297257702,121.54753209874517,123.119296973264,9042200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.95230865478516,0.1669883184788432
2024-04-10 00:00:00-04:00,121.42967015561382,122.27450139849849,121.0072545341715,120.37856084164899,14119500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,121.90119934082033,-1.522638499171336
2024-04-11 00:00:00-04:00,121.96014374175314,122.53973324873554,121.02689611050162,122.09767883696797,8228700,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.03873443603516,0.058944400932816166
2024-04-12 00:00:00-04:00,121.27248715633492,121.70472848272853,120.22136097200412,119.96594571346382,11604300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.73219299316406,-0.766247279700238
2024-04-15 00:00:00-04:00,122.38255598280976,122.55938129266144,119.50423746372591,121.51806928847382,10374500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.86770629882812,1.6503629896457
2024-04-16 00:00:00-04:00,119.82841580895074,120.16241500085978,118.98358462435397,119.55335324791557,11046200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.59264373779295,-0.03929048987738781
2024-04-17 00:00:00-04:00,120.26065325320486,120.29012288928558,118.2369916309052,119.64177202761896,11084200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,118.97376251220705,0.6680095154119101
2024-04-18 00:00:00-04:00,119.54352596671694,120.0347065220969,118.38433955622742,119.13092831046694,9195800,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,118.56116485595705,0.5697634545098964
2024-04-19 00:00:00-04:00,118.81657614423064,119.47476379999048,118.0503356589796,118.60045828534392,10832100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,118.34504699707033,0.25541128827359216
2024-04-22 00:00:00-04:00,119.06217309928734,120.03471607259024,118.50222752139526,119.95612451530295,10484900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.23899841308594,0.7171261022170086
2024-04-23 00:00:00-04:00,120.08382363583756,121.06618477568036,119.906998330873,121.74401040341569,9870000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.89918518066406,0.8448252227516235
2024-04-24 00:00:00-04:00,120.791126936258,121.0072475899173,118.9344649495607,119.82841178733221,11063800,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.93647003173828,-0.1080582444060667
2024-04-25 00:00:00-04:00,119.26847490009398,120.58483528862268,118.47275724488831,119.63195451435179,10321200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.2999496459961,-0.6679951316443038
2024-04-26 00:00:00-04:00,119.99540793308245,120.85988298903656,119.97575651429922,120.19187247165668,6958100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.49641418457033,-0.30454171291364673
2024-04-29 00:00:00-04:00,120.7420106299273,121.41000900630976,120.70271528517172,121.54755262211476,6339800,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,121.3019561767578,0.24559644535696634
2024-04-30 00:00:00-04:00,121.12513505420031,121.30196036429427,119.32741231738184,119.19970475634875,15475900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.37652587890624,-0.1768211225574845
2024-05-01 00:00:00-04:00,119.18987795106489,120.68306357406834,118.78710628940816,118.89516969911178,15569500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.08181762695312,-0.18664792784134931
2024-05-02 00:00:00-04:00,119.65159167293302,120.00524228830687,118.4334584445027,120.33924426082366,11999600,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.76947021484376,0.5697740459798979
2024-05-03 00:00:00-04:00,120.8991882761378,121.0367182396514,120.04453136445665,121.73419499000498,9068500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.60447692871094,1.1297180612940423
2024-05-06 00:00:00-04:00,121.40020095418974,121.92085119985066,121.29214062077092,122.61834060262724,7157300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,121.82261657714844,0.7957240254788047
2024-05-07 00:00:00-04:00,122.04854063185816,122.51025154676744,121.84224570080048,122.38252500685816,5244200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.15660095214844,0.2259240547097221
2024-05-08 00:00:00-04:00,121.4296558386851,122.32360053993509,121.41000441963938,121.4296558386851,5062500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.15660095214844,-0.7269451134633442
2024-05-09 00:00:00-04:00,122.39237182326,123.3747329711914,122.25484186213528,123.61050384230298,6682000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.3747329711914,0.23577087111156914
2024-05-10 00:00:00-04:00,123.91504291279134,123.99363360865476,123.22739306103962,124.00346759540852,6038500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.4631576538086,0.5403099415999293
2024-05-13 00:00:00-04:00,123.73820737254326,123.8757373315323,122.87373227392344,123.21754697215262,5946900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.94249725341795,0.2750497187346639
2024-05-14 00:00:00-04:00,123.17825145872584,123.39437208889495,122.64777559235256,123.1487714782571,5105700,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.91301727294922,0.2357542053078845
2024-05-15 00:00:00-04:00,123.5613778917083,123.80696816657488,123.34525725065444,124.3669198838958,8404100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.71855926513672,0.6483606187590851
2024-05-16 00:00:00-04:00,123.50244648131816,123.73821106163972,122.93267520862187,122.76568348082988,7135900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.98179626464844,-0.21611278381855925
2024-05-17 00:00:00-04:00,123.08002838540872,123.26667940073872,122.51025712426927,123.21755585122905,5714100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.11932373046876,0.09823212076028653
2024-05-20 00:00:00-04:00,123.1487923415392,123.8069725024752,123.03090630733936,123.38455589134388,4337600,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.35508728027344,0.029468611070441852
2024-05-21 00:00:00-04:00,123.129126443062,123.14877786052816,122.63794593388468,122.72634781757372,6010000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.95230865478516,-0.22596083721143145
2024-05-22 00:00:00-04:00,122.7656712245332,123.4140256709629,122.43166454408956,122.91303297990427,7910500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,123.09967041015624,-0.1866374302519631
2024-05-23 00:00:00-04:00,123.3943841108766,123.46314909128272,121.41983610947116,121.94049617142349,9078200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,121.64578247070312,0.29471370072036507
2024-05-24 00:00:00-04:00,122.10749743449614,122.5299130408676,121.60649113512044,122.72638628947661,7556800,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,122.2646713256836,0.461714963793014
2024-05-28 00:00:00-04:00,122.21556421154462,122.21556421154462,120.36872030261412,120.72238489025554,8525400,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.77149200439452,-0.049107114138976726
2024-05-29 00:00:00-04:00,119.74982158499498,119.8382304879548,118.9639296939673,118.04049388724108,16725400,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.06216430664062,-1.0216704193995412
2024-05-30 00:00:00-04:00,119.21935277064016,119.9659493620213,119.1898831345682,120.0347214229839,7816300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.87753295898438,0.1571884639995318
2024-05-31 00:00:00-04:00,120.16241635335103,121.38054208876046,119.18988090704627,121.6163119221987,9703500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,121.33142852783205,0.2848833943666591
2024-06-03 00:00:00-04:00,121.7243740067447,121.7734875674784,118.73799520369369,120.24100608682281,15241000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.84806060791016,0.39294547891265097
2024-06-04 00:00:00-04:00,119.60246578025264,120.074002413288,118.8755206535261,119.30774989890499,10061500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.5533447265625,-0.24559482765751284
2024-06-05 00:00:00-04:00,120.00524291926314,120.78130164032522,119.29794168479664,121.2135559075444,8666000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.76165771484376,0.45189819270063936
2024-06-06 00:00:00-04:00,120.6241297673474,120.91883362341834,119.57300360823704,119.90700482838254,6523900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.0445327758789,-0.1375279474963662
2024-06-07 00:00:00-04:00,119.739999906837,120.96795134364908,119.43547034885025,119.8677083418956,7036200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.1722412109375,-0.3045328690419069
2024-06-10 00:00:00-04:00,119.99541239729098,120.71253181833129,119.93646563356862,120.36870341291598,6642600,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.5455322265625,-0.17682881364652303
2024-06-11 00:00:00-04:00,119.89718261385734,120.01506115640927,119.0621696317365,119.20953765536125,11217000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.8578872680664,-0.6483496127051609
2024-06-12 00:00:00-04:00,120.9679516292667,121.70472249309356,120.4669453433146,122.10748562584872,11106700,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.99742126464844,1.110064361200287
