Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,exchange,Symbol,Close_original,gap
2024-01-02 00:00:00-05:00,110.89004974952036,111.58537635435232,110.16533683316368,,8558700,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,110.5081024169922,
2024-01-03 00:00:00-05:00,109.90091563562214,110.0967795413168,108.79426290043304,108.25563670495806,18631200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,108.86282348632812,-0.6071867813700607
2024-01-04 00:00:00-05:00,109.05869664719276,109.92050836580684,108.93138584486002,109.1958121257084,10715900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,108.99993896484376,0.19587316086463602
2024-01-05 00:00:00-05:00,108.92159130973144,109.62671339068082,108.7355153517782,109.0489030162744,7888100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,109.12725067138672,-0.07834765511232433
2024-01-08 00:00:00-05:00,108.83344225650636,109.8421630859375,108.3535704349426,109.54835467105714,10855900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,109.8421630859375,-0.2938084148803597
2024-01-09 00:00:00-05:00,109.09786638289026,109.62670791719808,108.69633564561364,108.75509294539026,8452000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,109.4993896484375,-0.7442967030472403
2024-01-10 00:00:00-05:00,109.51898006057394,110.19471579178472,109.42104810390722,110.07719997024192,9109100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,110.05760955810548,0.019590412136437863
2024-01-11 00:00:00-05:00,110.08700169398392,110.24369133859469,108.90200029891564,109.8323859102925,9081700,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,109.80299377441406,0.029392135878438808
2024-01-12 00:00:00-05:00,110.17513751080168,110.41997114971456,109.36228803639574,110.16534136822355,6631000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,109.79319763183594,0.37214373638761344
2024-01-16 00:00:00-05:00,109.24476669298608,109.332903211741,108.3241898701005,108.13811538683373,10834200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,108.6865463256836,-0.5484309388498616
2024-01-17 00:00:00-05:00,107.9128673506742,108.6473682012032,107.67782169886,107.17836265096717,7604700,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,107.95204162597656,-0.7736789750093891
2024-01-18 00:00:00-05:00,108.35356424159778,109.587527755388,108.21645801470208,109.81276986903917,9060600,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,109.41124725341795,0.40152261562121794
2024-01-19 00:00:00-05:00,109.66588633453708,110.41017521382815,108.80406714754582,110.3808063784824,10355700,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,110.12616729736328,0.25463908111912303
2024-01-22 00:00:00-05:00,110.50810370364758,111.26219546857962,110.50810370364758,111.36012396731945,9912900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,110.97818756103516,0.3819364062842965
2024-01-23 00:00:00-05:00,111.0075681578196,111.36992462595104,110.41017349313972,110.9194333921946,10275200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,110.89005279541016,0.029380596784449153
2024-01-24 00:00:00-05:00,111.34053748386336,111.3601208855616,110.14574824358635,110.65499060886336,9638600,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,110.20450592041016,0.45048468845320144
2024-01-25 00:00:00-05:00,110.75294124903849,111.28178280539626,110.46894080318364,111.81063473048381,9898900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,111.26219940185548,0.5484353286283294
2024-01-26 00:00:00-05:00,111.37972560531244,111.75187005767503,110.77253547297664,111.2034484446679,7031100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,111.08592224121094,0.1175262034569613
2024-01-29 00:00:00-05:00,110.97819030034267,111.82041860647604,110.83128862429996,111.70289122807706,5849900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,111.81062316894533,-0.10773194086826265
2024-01-30 00:00:00-05:00,111.01736722144504,112.00649722716685,111.01736722144504,111.056544162363,8300000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,111.84980010986328,-0.7932559475002847
2024-01-31 00:00:00-05:00,111.77144052346308,111.9770998658356,110.53748446922786,110.47870828469357,14462300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,110.55706787109376,-0.07835958640019669
2024-02-01 00:00:00-05:00,111.25239932285858,112.46677202842692,110.64521670593908,113.13272464024138,13946100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,112.43739318847656,0.6953314517648153
2024-02-02 00:00:00-05:00,112.2023601762207,113.68115745306004,111.77145057911338,112.95645716108397,12830200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,113.19149017333984,-0.2350330122558688
2024-02-05 00:00:00-05:00,112.7409935859204,112.9760317806244,111.9379395715964,112.12400445017822,9536700,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,112.57450103759766,-0.4504965874194369
2024-02-06 00:00:00-05:00,112.7116068347778,113.64197911606162,112.44718980073198,113.72032723272702,8722800,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,113.58322143554688,0.1371057971801406
2024-02-07 00:00:00-05:00,113.96515874051074,114.68006874313448,113.91618902669629,114.71924046658496,7557100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,114.3373031616211,0.3819373049638699
2024-02-08 00:00:00-05:00,114.61152452927814,114.68007765090567,113.88681903325416,114.63111681443439,8532300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,114.35689544677734,0.27422136765704863
2024-02-09 00:00:00-05:00,114.5135739478074,114.54295278490986,113.8965959534697,114.68983584966286,10106000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,114.5331573486328,0.15667850103005776
2024-02-12 00:00:00-05:00,114.46461559129284,115.01304800127336,114.35688819674648,114.63111949754284,8383200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,114.6996612548828,-0.0685417573399576
2024-02-13 00:00:00-05:00,113.71052815339796,113.73990699260108,112.71160279011694,112.53531910798782,14054200,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,113.52445220947266,-0.989133101484839
2024-02-14 00:00:00-05:00,114.39607311480609,115.47334716047487,114.26876230564984,116.29599834673967,11889500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,115.42437744140624,0.8716209053334296
2024-02-15 00:00:00-05:00,115.561465555699,116.35472407237384,115.3949804917574,116.42325907376542,11644100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,116.28617095947266,0.1370881142927658
2024-02-16 00:00:00-05:00,116.02176040472416,116.40370026525883,115.46354003380966,115.32644027532963,8740900,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,115.59085083007812,-0.26441055474849406
2024-02-20 00:00:00-05:00,115.1893413433716,115.60066009287434,114.95429565360126,114.82700613829347,7392100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,115.228515625,-0.4015094867065301
2024-02-21 00:00:00-05:00,115.2480918025213,115.73775908457284,114.92490960315212,115.70836554519708,8873000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,115.68878936767578,0.019576177521301474
2024-02-22 00:00:00-05:00,116.36452988760728,117.3340689913201,116.28618133109543,117.79435471670884,10604300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,117.11861419677734,0.6757405199314945
2024-02-23 00:00:00-05:00,117.38302707609056,117.99021712129904,117.2850951260192,118.0000009530437,8757400,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,117.73558807373048,0.26441287931321256
2024-02-26 00:00:00-05:00,117.72579598010756,117.99022047171044,117.432000121551,117.54951881946302,7951300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,117.55931091308594,-0.009792093622920106
2024-02-27 00:00:00-05:00,117.81393662247908,117.85310342512454,117.2459208516449,117.99021378312362,6275500,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,117.73558807373048,0.2546257093931388
2024-02-28 00:00:00-05:00,117.61806940026918,118.44071424769552,117.52013744674272,118.01959680505432,8324000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,118.13711547851562,-0.11751867346130496
2024-02-29 00:00:00-05:00,118.49947357177734,118.76389059714523,117.9216698077334,118.86183166503906,9662100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,118.49947357177734,0.36235809326171875
2024-03-01 00:00:00-05:00,118.46029549081258,119.0772735113413,118.1175299238522,118.96954231698446,10782400,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.00872039794922,-0.03917808096475994
2024-03-04 00:00:00-05:00,119.00872665407822,119.78240181544788,119.00872665407822,119.43964248659776,11886600,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.43963623046876,6.256128997961241e-06
2024-03-05 00:00:00-05:00,119.17521408173904,119.49838877842387,117.96083395892232,118.19587448212965,11999000,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,118.46029663085938,-0.2644221487297216
2024-03-06 00:00:00-05:00,118.9303839397525,119.74322589534157,118.80306567298622,119.54736544610017,8644800,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.07727813720705,0.47008730889312744
2024-03-07 00:00:00-05:00,119.84116916368478,120.19373019233424,119.5473658159004,120.80092410753241,7936800,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.03703308105467,0.7638910264777365
2024-03-08 00:00:00-05:00,120.32104612419968,120.9478196525962,119.43964351497648,120.05663419793017,10157100,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.77262115478516,0.2840130431450092
2024-03-11 00:00:00-04:00,119.40046565472198,119.65509472791244,118.32319915208028,118.78347651897978,9179300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.15563201904295,-0.37215550006317244
2024-03-12 00:00:00-04:00,119.14584922094772,119.8020015998115,118.59741677246356,119.6746959616704,9125300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.68447875976562,-0.009782798095230305
2024-03-13 00:00:00-04:00,119.498409345132,120.28188004490556,119.498409345132,119.82159812687028,8009300,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,120.0076675415039,-0.18606941463362148
2024-03-14 00:00:00-04:00,120.1937396026236,120.3210504117086,118.71494225399438,119.68447751766264,9684800,0.0,0.0,0.0,9318081,9640760,155.15,112.75,149.1192,139.0917,20660584448,PCX,XLI,119.49840545654295,0.18607206111968821
