Date,Open,High,Low,Close,Volume
2024-01-02,357.52,360.36,352.52,357.02,3848078
2024-01-03,357.02,357.02,344.59,344.87,3515430
2024-01-04,345.08,346.02,341.85,343.11,2817244
2024-01-05,343.25,352.55,341.54,349.92,4229436
2024-01-08,351.05,358.79,351.05,356.89,3248157
2024-01-09,354.89,357.59,351.3,356.59,2221828
2024-01-10,357.77,363.14,355.71,362.32,2680671
2024-01-11,361.12,361.12,354.17,358.06,3328070
2024-01-12,358.06,363.67,350.91,351.95,2500162
2024-01-16,351.95,351.95,339.07,343.76,6290501
2024-01-17,340.67,341.47,337.08,340.97,3134525
2024-01-18,345.68,348.99,341.79,346.64,4436805
2024-01-19,346.84,346.99,341.38,346.43,3589829
2024-01-22,346.7,352.59,346.62,349.73,4160201
2024-01-23,349.73,350.51,343.11,346.42,3495302
2024-01-24,347.69,350.36,341.75,343.64,2717722
2024-01-25,343.64,348.82,343.64,348.79,3428029
2024-01-26,349.43,353.68,349.43,353.64,3053968
2024-01-29,353.64,358.64,351.32,358.37,4109198
2024-01-30,357.94,359.46,355.06,355.44,4823075
2024-01-31,354.05,357.3,346.91,348.15,5639258
2024-02-01,348.15,357.94,348.15,356.81,4276379
2024-02-02,351.85,357.93,346.79,354.58,4026754
2024-02-05,354.58,354.58,347.26,351.99,3394664
2024-02-06,351.39,356.04,350.26,353.66,2817144
2024-02-07,353.66,359.91,353.64,357.77,5658956
2024-02-08,358.25,367.69,356.02,361.02,5994044
2024-02-09,361.02,361.02,343.83,349.37,10509461
2024-02-12,354.62,363.16,350.76,363.15,6380378
2024-02-13,358.41,358.41,347.14,351.89,5555572
2024-02-14,353.7,356.27,350.82,355.28,3580970
2024-02-15,356.71,358.16,353.58,355.17,5170520
2024-02-16,354.45,356.61,349.69,353.73,3921066
2024-02-20,353.73,354.12,348.6,353.3,4102107
2024-02-21,352.81,353.32,349.44,350.99,3700737
2024-02-22,351.5,356.51,351.05,354.04,3488277
2024-02-23,354.15,361.48,354.15,359.63,3494351
2024-02-26,359.36,360.39,356.37,358.06,3507304
2024-02-27,359.24,367.24,359.24,366.65,3745862
2024-02-28,364.11,368.5,363.44,366.01,3211151
2024-02-29,366.39,373.39,366.39,371.97,4496708
2024-03-01,372.02,379.23,371.48,376.5,4394279
2024-03-04,377.37,379.39,373.34,375.23,3665949
2024-03-05,374.93,376.65,369.91,370.53,3779539
2024-03-06,370.53,375.86,370.53,375.62,2690340
2024-03-07,376.4,381.91,376.4,378.5,3077311
2024-03-08,378.5,381.76,376.2,376.52,2898674
2024-03-11,376.52,376.91,370.78,372.7,3046249
2024-03-12,371.89,373.47,366.54,370.72,4944243
2024-03-13,370.94,380.84,370.94,376.67,5478093
2024-03-14,371.35,373.41,361.93,365.16,4444197
2024-03-15,363.1,367.52,361.05,361.23,9541782
2024-03-18,360.93,363.36,359.16,360.65,3427113
2024-03-19,360.65,367.0,359.18,365.81,3299290
2024-03-20,365.81,373.19,363.78,371.73,3585915
2024-03-21,371.83,382.41,371.83,381.69,3388665
2024-03-22,381.82,382.04,375.09,375.96,3534408
2024-03-25,375.96,384.15,375.96,378.73,4657095
2024-03-26,378.73,381.83,376.48,378.17,4408535
2024-03-27,379.28,386.12,379.28,385.19,4178926
2024-03-28,385.19,390.4,385.19,389.87,3014531
2024-04-01,389.87,389.87,382.0,382.03,3934953
