Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,exchange,Symbol
2024-01-02 00:00:00-05:00,78.39839545481601,79.01937222889309,78.15582617111005,78.2819595336914,2500,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-03 00:00:00-05:00,77.8065259858971,77.91325706317866,75.94358825683594,75.94358825683594,5700,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-04 00:00:00-05:00,77.91325658436918,77.96176599934546,77.59306335449219,77.59306335449219,3200,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-05 00:00:00-05:00,78.41780062688878,78.41780062688878,77.7289047241211,77.7289047241211,2400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-08 00:00:00-05:00,77.9132538087951,78.84471893310547,77.9132538087951,78.84471893310547,6200,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-09 00:00:00-05:00,77.98117860580527,77.98117860580527,77.69009249454584,77.73860931396484,6000,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-10 00:00:00-05:00,77.67068270247327,77.67068270247327,77.12732250747298,77.2631607055664,8700,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-11 00:00:00-05:00,77.09821735225646,77.20494842529297,76.554864545981,77.20494842529297,5800,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-12 00:00:00-05:00,77.8938395285243,77.94235634153854,77.32137962861307,77.3504867553711,2900,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-16 00:00:00-05:00,76.65188336801741,76.65188336801741,75.96298758302504,76.0309066772461,7400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-17 00:00:00-05:00,75.11884727951713,75.21587350379184,74.89568770394796,74.99271392822266,6000,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-18 00:00:00-05:00,75.25469094622912,75.25469094622912,74.15828046720848,74.82777404785156,41100,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-19 00:00:00-05:00,74.10006794448695,74.80836611215004,74.0612559705205,74.7695541381836,15800,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-22 00:00:00-05:00,74.49786892012614,74.76954530316195,74.42994982436718,74.57549285888672,14800,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-23 00:00:00-05:00,74.89570030415628,75.08004794050434,74.74045239709723,74.83747863769531,5800,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-24 00:00:00-05:00,75.33231890928185,75.43904999022419,74.59490618712407,74.7016372680664,10400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-25 00:00:00-05:00,75.55548027338547,75.55548027338547,75.22558221075552,75.3420181274414,10400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-26 00:00:00-05:00,75.68160689705094,76.05030949647578,75.46814477010061,75.77863311767578,4400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-29 00:00:00-05:00,75.06064028428787,75.53607401104968,74.98301633631085,75.46815490722656,4000,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-30 00:00:00-05:00,74.81806796165911,75.02182526485711,74.62401550222106,74.86658477783203,7800,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-01-31 00:00:00-05:00,74.96361998834841,74.98302227556592,73.89631652832031,73.89631652832031,9900,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-01 00:00:00-05:00,73.74105860336996,73.90600393151026,73.57611327522967,73.73135375976562,13500,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-02 00:00:00-05:00,73.21711514384025,73.21711514384025,72.49911210308804,73.05216979980469,28800,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-05 00:00:00-05:00,72.25653864524999,72.26624348923046,71.63556187778605,72.24683380126953,9100,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-06 00:00:00-05:00,72.31475104946644,72.77078247070312,72.31475104946644,72.77078247070312,16700,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-07 00:00:00-05:00,73.25592506943062,73.37236099276491,72.87751757187817,73.34324645996094,13400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-08 00:00:00-05:00,73.0230620909735,73.61493175853747,73.00365240204796,73.304443359375,10500,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-09 00:00:00-05:00,73.43057344067633,73.64403559354017,72.97454200549029,73.63433074951172,6300,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-12 00:00:00-05:00,73.79926979269746,74.5366824208203,73.79926979269746,74.29411315917969,8300,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-13 00:00:00-05:00,72.8095970510702,72.8095970510702,72.01397009699592,72.22743225097656,7500,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-14 00:00:00-05:00,72.47970581054688,72.65435600730643,72.36327728112568,72.47970581054688,5200,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-15 00:00:00-05:00,72.84841462922599,73.91571807861328,72.84841462922599,73.91571807861328,5200,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-16 00:00:00-05:00,73.9351065016388,74.59489517615106,73.9351065016388,74.3426284790039,5400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-20 00:00:00-05:00,74.4202486976269,74.7113347812017,74.4202486976269,74.45906066894531,8400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-21 00:00:00-05:00,74.59490469049754,74.82777653658717,74.42995935148778,74.75015258789062,5600,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-22 00:00:00-05:00,74.88599146808808,75.00242739217666,74.43966486302278,74.96361541748047,16600,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-23 00:00:00-05:00,75.08004034106555,75.08004034106555,74.60460662841797,74.60460662841797,5400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-26 00:00:00-05:00,74.65312400994804,74.65312400994804,73.97392558411433,74.35233306884766,14100,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-27 00:00:00-05:00,75.2352876826353,75.78834533691406,75.10915432380922,75.78834533691406,6800,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-28 00:00:00-05:00,75.9629986576733,77.06911401203443,75.9629986576733,76.85565185546875,7500,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-02-29 00:00:00-05:00,77.04000563553699,77.04000563553699,76.65189330284528,76.89446258544922,6500,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-01 00:00:00-05:00,76.91386399635688,77.62216955066253,76.29288723216173,77.3893051147461,16100,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-04 00:00:00-05:00,76.86536117489682,77.59306907685159,76.86536117489682,77.41841888427734,3200,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-05 00:00:00-05:00,76.78773431667888,77.04000845254708,76.26378375878058,76.57427215576172,3000,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-06 00:00:00-05:00,77.2922827489942,77.2922827489942,75.92418838897959,76.80714416503906,8900,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-07 00:00:00-05:00,77.5930611234938,77.71919448195791,77.46692036240286,77.66098022460938,1900,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-08 00:00:00-05:00,77.69979634935636,78.01028474285258,76.89446453407245,77.76771545410156,7000,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-11 00:00:00-04:00,77.75801409503516,78.45661486237069,77.66098785571135,78.35958862304688,9100,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-12 00:00:00-04:00,78.10731440414618,78.71858637366749,78.10731440414618,78.59245300292969,9600,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-13 00:00:00-04:00,78.45660815847386,79.04847779119132,78.45660815847386,78.56333923339844,7400,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
2024-03-14 00:00:00-04:00,78.67007224601284,78.67007224601284,77.70949254803192,77.80652618408203,3100,0.0,0.0,0.0,2109,6550,86.79,66.25,73.8894,76.11195,NGM,WOOD
