Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,exchange,Symbol
2024-01-02 00:00:00-05:00,149.3416480308112,149.81090031064187,145.3480219791285,146.01695251464844,28700,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-03 00:00:00-05:00,144.68907059183584,144.68907059183584,141.7437744140625,141.7437744140625,39100,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-04 00:00:00-05:00,141.99338687264108,142.87198954949733,141.6339598897886,141.90353393554688,18700,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-05 00:00:00-05:00,141.38434717550027,142.35280271365048,141.20462608090284,141.51414489746094,9900,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-08 00:00:00-05:00,141.90351040717957,145.65751308994632,141.90351040717957,145.6075897216797,27600,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-09 00:00:00-05:00,144.0201329610434,145.77732285972775,144.0201329610434,145.01853942871094,8700,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-10 00:00:00-05:00,145.28813426132783,147.11522018712904,144.49938450753243,146.90554809570312,9900,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-11 00:00:00-05:00,147.52455817171642,147.54453056997073,144.66911460039557,146.49620056152344,20800,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-12 00:00:00-05:00,146.9454760349697,147.93390405310862,146.4362941535212,146.65594482421875,11200,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-16 00:00:00-05:00,145.51776096465912,146.48621657885948,144.7589774382083,145.2881317138672,10300,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-17 00:00:00-05:00,143.33123962617685,144.37956953408374,142.1531272282541,144.259765625,13100,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-18 00:00:00-05:00,145.52772734336187,146.04690299396557,143.93028606881296,145.1083984375,8400,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
2024-01-19 00:00:00-05:00,146.506186153208,146.9155212703469,144.41950483534626,146.82566833496094,16300,0.0,0.0,0.0,13474,13840,206.0,137.55,186.9268,181.8202,PCX,XSW
