Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,57.52000045776367,58.810001373291016,57.369998931884766,58.59000015258789,8150000,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-03 00:00:00-05:00,59.06999969482422,59.08000183105469,57.27000045776367,57.47999954223633,6954500,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-04 00:00:00-05:00,57.59000015258789,58.59000015258789,57.52999877929688,57.709999084472656,4984400,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-05 00:00:00-05:00,57.56999969482422,58.13999938964844,57.310001373291016,57.540000915527344,3741700,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-08 00:00:00-05:00,57.619998931884766,58.16999816894531,57.38999938964844,57.959999084472656,5764300,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-09 00:00:00-05:00,57.619998931884766,58.7599983215332,57.400001525878906,58.7400016784668,5042900,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-10 00:00:00-05:00,58.75,59.130001068115234,58.33000183105469,58.90999984741211,4436100,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-11 00:00:00-05:00,58.900001525878906,58.93000030517578,58.209999084472656,58.630001068115234,4159300,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-12 00:00:00-05:00,59.130001068115234,59.310001373291016,58.79999923706055,59.04999923706055,4024800,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-16 00:00:00-05:00,59.400001525878906,59.400001525878906,57.95000076293945,58.16999816894531,5783100,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-17 00:00:00-05:00,57.4900016784668,57.540000915527344,56.34000015258789,57.11000061035156,8595300,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-18 00:00:00-05:00,56.7599983215332,57.43999862670898,56.61000061035156,57.25,4800400,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-19 00:00:00-05:00,57.45000076293945,57.45000076293945,56.54999923706055,57.18000030517578,5450200,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-22 00:00:00-05:00,57.290000915527344,57.33000183105469,56.25,56.31999969482422,4294200,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-23 00:00:00-05:00,56.29999923706055,56.29999923706055,54.88999938964844,55.56999969482422,7050000,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-24 00:00:00-05:00,55.470001220703125,55.68999862670898,54.97999954223633,55.06999969482422,9574700,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-25 00:00:00-05:00,55.400001525878906,55.470001220703125,54.88999938964844,55.13999938964844,5711600,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-26 00:00:00-05:00,55.15999984741211,55.58000183105469,55.0,55.43999862670898,5273100,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-29 00:00:00-05:00,55.470001220703125,55.84999847412109,55.22999954223633,55.59000015258789,5736000,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-30 00:00:00-05:00,55.52999877929688,55.58000183105469,55.0,55.310001373291016,4704200,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-01-31 00:00:00-05:00,55.369998931884766,55.59000015258789,54.84000015258789,55.02000045776367,5908100,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
2024-02-01 00:00:00-05:00,55.150001525878906,56.040000915527344,54.81999969482422,55.93999862670898,5619500,0.0,0.0,4952205.0,6694670.0,66.75,45.7,61.6976,56.8314,62872199168.0,Beverages - Non-Alcoholic,Consumer Defensive,NMS,MNST
