Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,exchange,Symbol
2024-01-02 00:00:00-05:00,82.58926238245404,83.18252076149398,82.47256068165683,83.0463638305664,9962400,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-03 00:00:00-05:00,82.1808020158148,82.5698250478181,81.57781594520985,82.15162658691406,11679300,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-04 00:00:00-05:00,82.01546720469007,82.39476260913749,81.73342570035793,81.88903045654297,10212100,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-05 00:00:00-05:00,81.66535206699528,82.48229378036412,81.56809816111766,82.02519226074219,7346400,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-08 00:00:00-05:00,81.59727413298842,82.394768038479,81.30550499341975,82.37531280517578,5183100,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-09 00:00:00-05:00,81.85014429763457,81.85014429763457,81.16935207810707,81.43194580078125,6455200,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-10 00:00:00-05:00,81.14017880017407,81.40276510981951,80.93594335489472,81.32496643066406,4101400,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-11 00:00:00-05:00,81.42220233105033,81.42220233105033,80.48855160776026,81.0818099975586,4271100,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-12 00:00:00-05:00,81.54864524695337,81.73343286737385,80.80950218526907,81.15962219238281,4133900,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-16 00:00:00-05:00,80.66361343379339,80.80949056578397,80.03145198851357,80.22595977783203,5276400,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-17 00:00:00-05:00,79.40901471604707,79.92446701339128,79.2923055955178,79.64242553710938,4643800,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-18 00:00:00-05:00,79.79805553605887,80.012011174863,79.22424484018093,79.89530944824219,4660400,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-19 00:00:00-05:00,79.97309875488281,80.11897588253056,79.20478039595392,79.97309875488281,5826800,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-22 00:00:00-05:00,79.51600771263831,80.35240464731116,79.51600771263831,80.2065200805664,5392600,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-23 00:00:00-05:00,80.58580244123365,80.82894087306939,80.16760404167636,80.4690933227539,3945800,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-24 00:00:00-05:00,80.51772310398573,80.72195849411348,79.33120638229458,79.37983703613281,5158900,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-25 00:00:00-05:00,79.7591460462477,80.25514318432776,79.52572777185995,80.21624755859375,4867200,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-26 00:00:00-05:00,80.50800864492696,80.70252387206935,80.08008256521092,80.24542236328125,3899700,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-29 00:00:00-05:00,80.1870711195696,80.6733481000885,79.81750328557446,80.64417266845703,3562900,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-30 00:00:00-05:00,80.47883294172773,81.39303595618996,80.32322076054386,81.01374053955078,5425700,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-01-31 00:00:00-05:00,81.1401760596396,81.24715758736279,79.87585296109164,79.95365905761719,6739200,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-01 00:00:00-05:00,81.17905975754323,81.41247057148482,80.2065060427913,81.28604125976562,9896900,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-02 00:00:00-05:00,80.69279230797588,81.19851703381006,79.92447389334565,80.80949401855469,11460200,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-05 00:00:00-05:00,79.06863271353531,79.2534129035049,78.52399749994828,78.75741577148438,12443400,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-06 00:00:00-05:00,79.39930737100258,80.32323069607502,79.39930737100258,80.14817810058594,9526500,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-07 00:00:00-05:00,80.60525908903938,81.0137373385085,80.56635604528056,80.79004669189453,5410200,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-08 00:00:00-05:00,80.90675797433886,80.91647817053932,80.10926410607142,80.68306732177734,3399300,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-09 00:00:00-05:00,80.49827619568558,80.89702682238972,80.26486535712525,80.85812377929688,3818300,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-12 00:00:00-05:00,81.05263396005371,81.87931066511064,80.98455548763694,81.50001525878906,3398200,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-13 00:00:00-05:00,80.72196952508544,80.95538037141424,79.76886348758093,80.35240173339844,6432300,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-14 00:00:00-05:00,80.76087736330177,81.02346365350871,80.35240650298098,80.86785888671875,4381000,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-15 00:00:00-05:00,81.31522480702105,82.52118945618483,81.31522480702105,82.39476013183594,5992000,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-16 00:00:00-05:00,82.74487881022087,83.39648807325939,82.65734511011308,82.83240509033203,4656700,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-20 00:00:00-05:00,82.78379302164412,82.9199499779628,82.41421778020973,82.65735626220703,4509500,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-21 00:00:00-05:00,82.63790683892407,83.16308684020916,82.32668988482892,83.11445617675781,4061200,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-22 00:00:00-05:00,83.2700591182891,84.07727313397467,83.16307760657233,83.95084381103516,4724300,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-23 00:00:00-05:00,84.12590148196351,84.5732753277686,83.92166607974791,84.44684600830078,3539500,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-26 00:00:00-05:00,84.17454223865319,84.29124395678129,83.84387005729648,83.94112396240234,3326800,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
2024-02-27 00:00:00-05:00,84.25233459472656,84.466297621918,84.00919614019024,84.25233459472656,4127300,0.0,0.0,0.0,6674851.0,6707560.0,97.87,73.12,89.3646,87.8258,6481763840.0,PCX,XLB
