Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,exchange,Symbol
2024-01-02 00:00:00-05:00,26.68372490876481,26.858828028464664,26.26542342402766,26.39188575744629,2953500,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-03 00:00:00-05:00,26.19732778081427,26.498893229352685,25.88603417516736,26.100048065185547,1615300,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-04 00:00:00-05:00,26.061138640876152,26.60590247894987,26.04168232565229,26.4599838256836,1424000,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-05 00:00:00-05:00,26.35297519145797,26.673996961617608,26.20705654237745,26.22651100158692,1378500,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-08 00:00:00-05:00,26.528077637854107,26.75181968445093,26.17787140460257,26.615629196166992,2471200,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-09 00:00:00-05:00,26.644811996684737,27.870531966106288,26.30433577361452,27.6954288482666,6103400,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-10 00:00:00-05:00,28.25964998446494,28.493122053562384,27.880261119230152,28.006725311279297,4372200,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-11 00:00:00-05:00,28.14291657134017,28.59040069580078,27.59815272468401,28.59040069580078,3379700,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-12 00:00:00-05:00,29.86475936745186,30.827824650954007,29.806390425089617,30.62353706359864,6849600,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-16 00:00:00-05:00,30.97374520523983,31.12939201688776,30.10795958351617,30.380340576171875,5300800,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-17 00:00:00-05:00,29.796662787250582,30.049589308858955,29.23244265611076,29.77720832824707,3702300,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-18 00:00:00-05:00,30.14686881815897,30.195509603973573,29.33945032819925,29.942583084106445,2032300,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-19 00:00:00-05:00,29.99122311791236,30.00095127543321,29.01842963130417,29.60210609436035,2639600,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-22 00:00:00-05:00,29.446458733495152,29.49509766473217,28.707135474863488,28.71686363220215,2633400,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-23 00:00:00-05:00,28.91142098720308,29.67020055459636,28.784958653699004,29.504825592041016,2327700,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-24 00:00:00-05:00,29.86476097333463,30.078774873802057,29.17407662855864,29.193532943725582,1814300,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-25 00:00:00-05:00,29.36863685583394,29.36863685583394,28.473666744205893,28.6682243347168,2383200,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
2024-01-26 00:00:00-05:00,28.74604716249928,28.921150289248526,28.32774751637828,28.78495979309082,1835900,0.0,0.0,0.0,4873754.0,3034750.0,42.22,19.5,38.7384,30.4329,PCX,URA
