Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,18.366162185654147,18.53968508407676,18.366162185654147,18.43009185791016,36000,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-03 00:00:00-05:00,18.40269071434573,18.43922294713364,18.14697205264133,18.329627990722656,40000,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-04 00:00:00-05:00,18.265698497113373,18.475753611761515,18.265698497113373,18.40269088745117,35200,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-05 00:00:00-05:00,18.31136383061792,18.631013933850884,18.293099454225437,18.43009185791016,33400,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-08 00:00:00-05:00,18.503153857228792,18.72234204284236,18.466621621983435,18.640146255493164,36900,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-09 00:00:00-05:00,18.5579506349392,18.777138822522783,18.49402096463809,18.71320915222168,14500,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-10 00:00:00-05:00,18.7223399168266,18.87759841508327,18.676676369908087,18.76800346374512,27000,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-11 00:00:00-05:00,18.7314743770274,18.87759982845025,18.576215867146512,18.85020065307617,60500,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-12 00:00:00-05:00,18.88125146666615,18.98719354427752,18.795402813127374,18.841066360473636,16200,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-16 00:00:00-05:00,18.74974138779538,18.89586684618444,18.631013364133725,18.71320915222168,38000,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-17 00:00:00-05:00,18.50315175610295,18.777136521519356,18.50315175610295,18.76800346374512,24500,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-18 00:00:00-05:00,18.8593312243753,18.8593312243753,18.612743904386747,18.75887107849121,15100,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-19 00:00:00-05:00,18.786269612226143,19.124185782654557,18.631011113697305,19.06938743591309,28500,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-22 00:00:00-05:00,19.20638359359416,19.270313262939453,19.11505474797824,19.270313262939453,22900,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-23 00:00:00-05:00,19.261178088789386,19.47123319126933,19.188115368711458,19.398170471191406,35700,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-24 00:00:00-05:00,19.35342078416647,19.6356258392334,19.28857833504569,19.6356258392334,25200,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-25 00:00:00-05:00,19.635626686403224,20.000940322875977,19.53516478314091,20.000940322875977,18900,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-26 00:00:00-05:00,19.99180603027344,20.02833826264226,19.77261786191865,19.99180603027344,15100,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-29 00:00:00-05:00,19.955278002116707,20.122409676116096,19.93701188367846,20.01007461547852,15100,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-30 00:00:00-05:00,19.873082309361067,20.284059524536133,19.873082309361067,20.284059524536133,26500,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-01-31 00:00:00-05:00,20.092266742343806,20.16532946081968,19.58082771301269,19.58082771301269,67000,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-02-01 00:00:00-05:00,19.83654925619173,19.83837656475059,19.252047422948667,19.617361068725582,37000,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-02-02 00:00:00-05:00,19.52603256139337,19.5534317385355,19.224648580641585,19.46210289001465,16200,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-02-05 00:00:00-05:00,19.37077398808988,19.4520569940204,19.224648527640525,19.2885799407959,13800,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
2024-02-06 00:00:00-05:00,19.197250534837284,19.325109873527865,19.197250534837284,19.270313262939453,9700,0.0,0.0,6010.0,13400.0,24.42,19.3,21.48784,21.883015,Banks - Regional,Financial Services,NMS,FCNCP
