Date,Open,High,Low,Close,Volume
2024-01-02,691.71,691.71,680.27,685.49,4416772
2024-01-03,681.59,686.36,677.84,679.51,4530910
2024-01-04,681.23,682.64,672.81,675.71,5286513
2024-01-05,674.16,685.45,674.16,677.73,5526103
2024-01-08,678.28,687.4,675.31,686.43,4892409
2024-01-09,681.29,688.97,679.85,680.27,3876635
2024-01-10,678.93,686.83,677.55,683.26,3610134
2024-01-11,683.58,688.71,676.9,687.93,3947211
2024-01-12,692.34,694.06,684.92,689.3,4546839
2024-01-16,686.4,688.87,664.89,671.53,5147213
2024-01-17,666.42,671.38,663.85,665.66,4618452
2024-01-18,667.15,670.25,659.7,668.72,6173498
2024-01-19,671.38,679.01,666.88,678.85,4231979
2024-01-22,682.19,684.4,677.64,683.74,4073618
2024-01-23,689.01,692.32,682.03,687.33,3864007
2024-01-24,692.87,698.02,689.91,693.55,3249699
2024-01-25,699.77,705.53,694.98,697.17,4199341
2024-01-26,698.05,703.16,697.48,697.63,3608314
2024-01-29,696.88,706.62,691.35,706.1,3927202
2024-01-30,704.77,706.33,698.51,700.58,4823320
2024-01-31,702.02,702.85,690.91,692.11,5583252
2024-02-01,692.94,696.93,687.02,696.82,4061196
2024-02-02,693.51,698.05,689.98,693.79,4647984
2024-02-05,690.15,690.15,677.29,679.17,7479987
2024-02-06,683.99,692.91,681.64,692.91,5178986
2024-02-07,679.87,679.87,656.45,666.11,9706137
2024-02-08,706.02,726.39,683.62,686.41,14291883
2024-02-09,687.03,694.99,684.79,690.69,6726920
2024-02-12,691.52,697.55,690.46,693.42,5175957
2024-02-13,683.39,690.4,681.12,687.54,5870748
2024-02-14,692.94,696.27,687.28,691.87,4936871
2024-02-15,694.36,706.72,693.32,701.77,4948405
2024-02-16,699.99,701.14,692.27,693.68,3979257
2024-02-20,691.99,695.28,687.92,690.42,5616836
2024-02-21,688.6,690.21,682.93,688.05,4302051
2024-02-22,691.16,694.92,687.14,694.42,3828900
2024-02-23,694.62,696.96,691.88,695.26,3731819
2024-02-26,695.37,695.82,690.85,694.0,3976508
2024-02-27,695.25,697.14,692.27,696.84,2959606
2024-02-28,695.2,697.8,693.26,694.91,3129241
2024-02-29,699.02,708.6,697.81,706.8,9229235
2024-03-01,706.42,706.42,688.8,691.01,6655575
2024-03-04,694.23,694.23,676.25,681.38,6092191
2024-03-05,678.46,682.65,672.0,679.63,5008855
2024-03-06,683.35,687.22,680.15,685.12,5270370
2024-03-07,686.83,693.32,685.99,688.81,3903408
2024-03-08,690.82,697.79,690.82,691.73,4269030
2024-03-11,691.02,707.77,687.73,697.92,6794704
2024-03-12,702.05,703.15,693.45,693.58,4883483
2024-03-13,695.12,698.73,692.34,695.47,5059675
2024-03-14,693.43,694.02,684.98,689.01,4288504
2024-03-15,686.6,692.92,678.71,679.16,10897451
2024-03-18,681.72,684.6,675.96,676.16,4869272
2024-03-19,676.38,683.25,674.77,681.14,3808968
2024-03-20,680.45,685.97,678.9,684.86,4025107
2024-03-21,687.68,694.18,687.68,692.94,4116153
2024-03-22,692.27,692.51,684.76,685.97,3225452
2024-03-25,685.87,689.95,684.91,688.89,3369222
2024-03-26,691.03,693.77,687.14,688.59,3138646
2024-03-27,692.03,697.7,688.6,694.57,3367068
2024-03-28,696.6,698.56,688.11,688.11,5890813
2024-04-01,685.84,686.9,677.42,679.86,4074989
2024-04-02,677.1,677.64,670.41,675.82,3965524
2024-04-03,674.26,682.58,673.26,680.67,3868053
2024-04-04,684.35,688.42,674.97,676.14,4925369
2024-04-05,678.17,682.19,675.19,678.67,3454998
2024-04-08,680.76,683.45,678.47,680.28,4219570
2024-04-09,680.89,685.75,676.0,678.26,5014757
