Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,exchange,Symbol
2024-01-01 00:00:00-05:00,625.7999877929688,634.1900024414062,610.8499755859375,614.0399780273438,78719100,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-01-08 00:00:00-05:00,614.47998046875,623.9000244140625,600.7100219726562,608.3499755859375,86220900,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-01-15 00:00:00-05:00,608.030029296875,610.260009765625,596.25,601.8499755859375,59623100,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-01-22 00:00:00-05:00,601.3400268554688,629.3200073242188,599.5399780273438,621.989990234375,84417400,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-01-29 00:00:00-05:00,622.260009765625,661.6699829101562,615.22998046875,643.239990234375,138345300,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-02-05 00:00:00-05:00,641.0900268554688,657.25,634.0900268554688,656.9600219726562,84132700,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-02-12 00:00:00-05:00,656.969970703125,674.7100219726562,628.1900024414062,663.5800170898438,79103600,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-02-19 00:00:00-05:00,656.760009765625,676.77001953125,651.489990234375,675.22998046875,46752900,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-02-26 00:00:00-05:00,674.5599975585938,694.0599975585938,673.0599975585938,683.1099853515625,66404100,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-03-04 00:00:00-05:00,683.2100219726562,688.7999877929688,662.1400146484375,673.8200073242188,76807300,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-03-11 00:00:00-04:00,672.4000244140625,672.6400146484375,643.0,668.510009765625,156312900,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-03-18 00:00:00-04:00,668.77001953125,704.2000122070312,668.77001953125,694.780029296875,70848800,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-03-25 00:00:00-04:00,696.25,713.3800048828125,696.25,711.719970703125,52533600,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-04-01 00:00:00-04:00,712.510009765625,723.3699951171875,703.780029296875,715.9299926757812,58270300,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-04-08 00:00:00-04:00,716.4000244140625,721.3200073242188,688.1599731445312,691.6300048828125,65572400,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-04-15 00:00:00-04:00,693.8099975585938,702.4600219726562,668.219970703125,675.1900024414062,67998300,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-04-22 00:00:00-04:00,674.4400024414062,682.3200073242188,610.72998046875,627.2000122070312,121566100,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-04-29 00:00:00-04:00,628.4199829101562,631.4600219726562,603.6799926757812,625.5700073242188,84585900,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
2024-05-06 00:00:00-04:00,629.010009765625,633.5999755859375,615.239990234375,629.52001953125,62125200,0.0,0.0,17361052,20871690,642.02,416.26,569.0738,534.7457,DJI,^DJUSST
