Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,exchange,Symbol
2025-08-20 00:00:00-04:00,2082.919921875,2085.409912109375,2057.97998046875,2072.949951171875,676954978,0.0,0.0,676954978,2085.41,2057.98,DJI,^DJUSCY
2025-08-29 00:00:00-04:00,2093.64990234375,2093.64990234375,2073.9599609375,2080.7900390625,598229687,0.0,0.0,598229687,2093.65,2073.96,DJI,^DJUSCY
