Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,exchange,Symbol
2025-08-20 00:00:00-04:00,5331.18994140625,5360.68994140625,5299.56005859375,5346.02978515625,18817276,0.0,0.0,18817276,5360.69,5299.56,DJI,^DJUSHR
2025-08-29 00:00:00-04:00,5421.02978515625,5421.02978515625,5274.7001953125,5311.5400390625,26538518,0.0,0.0,26538518,5421.03,5274.7,DJI,^DJUSHR
