Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,exchange,Symbol
2025-08-20 00:00:00-04:00,735.3099975585938,740.5499877929688,727.530029296875,738.5599975585938,198794068,0.0,0.0,198794068,740.55,727.53,DJI,^DJUSBK
2025-08-29 00:00:00-04:00,769.510009765625,773.9400024414062,766.7000122070312,770.1300048828125,194528244,0.0,0.0,194528244,773.94,766.7,DJI,^DJUSBK
