Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,exchange,Symbol
2025-08-20 00:00:00-04:00,1161.8499755859375,1187.6199951171875,1161.8499755859375,1185.5899658203125,13939905,0.0,0.0,13939905,1187.62,1161.85,DJI,^DJUSTB
2025-08-29 00:00:00-04:00,1148.4300537109375,1156.3800048828125,1143.0400390625,1156.0899658203125,11287746,0.0,0.0,11287746,1156.38,1143.04,DJI,^DJUSTB
