Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,exchange,Symbol
2025-08-20 00:00:00-04:00,1200.510009765625,1209.4300537109375,1189.8299560546875,1198.550048828125,92434252,0.0,0.0,92434252,1209.43,1189.83,DJI,^DJUSBC
2025-08-29 00:00:00-04:00,1210.31005859375,1217.1500244140625,1207.9100341796875,1216.81005859375,102269285,0.0,0.0,102269285,1217.15,1207.91,DJI,^DJUSBC
