Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,industry,sector,exchange,Symbol
2022-01-01 00:00:00-05:00,21.298419484271783,22.32866474070687,21.02983331796211,21.206218719482425,706100,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-02-01 00:00:00-05:00,21.334502077657405,21.334502077657405,19.06555664859981,19.98756599426269,489900,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-03-01 00:00:00-05:00,20.35845605002045,20.79767082323164,19.223815429563228,20.3015193939209,542400,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-04-01 00:00:00-04:00,20.17137887869988,20.18927387449108,18.300646723106155,18.699193954467773,290200,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-05-01 00:00:00-04:00,18.438921985504816,19.73216806719172,17.641827365111673,19.51255989074707,354300,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-06-01 00:00:00-04:00,19.68870118399336,19.771253703806835,17.64140688032247,18.63203239440918,285800,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-07-01 00:00:00-04:00,18.49994715352934,19.944610595703125,18.376119173397512,19.944610595703125,210700,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-08-01 00:00:00-04:00,19.804273456675,20.043675602926957,18.17799561243324,18.39263153076172,493300,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-09-01 00:00:00-04:00,18.74715149421844,18.948372958660038,17.387228684263555,18.319555282592773,433200,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-10-01 00:00:00-04:00,18.37824758705189,18.68008063109855,16.709784614219203,16.81877899169922,347000,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-11-01 00:00:00-04:00,16.978078819583917,17.95903454868208,16.77685733658509,17.246374130249023,499500,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2022-12-01 00:00:00-05:00,17.545013178777925,18.05677860203201,17.075895823128516,17.35736656188965,675300,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-01-01 00:00:00-05:00,17.442662465595134,18.65384002588166,17.1611917043173,18.235897064208984,1798100,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-02-01 00:00:00-05:00,18.26148532279821,19.45560361648909,18.1250147536254,18.952367782592773,1982400,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-03-01 00:00:00-05:00,19.169938208462685,19.66391915394449,14.368786707730354,18.64995765686035,1310100,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-04-01 00:00:00-04:00,18.645625060460063,18.73922133585076,17.402006061484144,18.52862930297852,402800,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-05-01 00:00:00-04:00,18.42463238797134,18.42463238797134,16.015390142518868,17.635995864868164,521200,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-06-01 00:00:00-04:00,17.83982207792047,18.518846866712074,17.742819738089604,18.0691032409668,325900,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-07-01 00:00:00-04:00,17.9103704733824,18.518847357516588,17.681089304259444,18.271928787231445,345800,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-08-01 00:00:00-04:00,18.166108116151324,18.38657058920657,17.734001870802466,18.25429344177246,375000,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-09-01 00:00:00-04:00,18.384783011566693,19.174369583941875,17.95410036011517,17.9720458984375,363900,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-10-01 00:00:00-04:00,17.998962881795354,17.998962881795354,16.967118365391084,17.281158447265625,299500,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-11-01 00:00:00-04:00,17.40677452040059,19.156425255582803,17.379857922597708,18.994918823242188,475100,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2023-12-01 00:00:00-05:00,19.42281640907507,20.35335862280439,18.984912246065896,19.73299598693848,411400,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-01-01 00:00:00-05:00,19.62352179329036,21.247412164967766,19.3133404667894,20.89161491394043,307500,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-02-01 00:00:00-05:00,20.97371918594085,21.245584145504733,20.28037288143834,20.86424446105957,376000,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-03-01 00:00:00-05:00,21.245556231866903,21.87560352925127,20.995390081334705,21.579111099243164,312700,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-04-01 00:00:00-04:00,21.49572181806029,21.49572181806029,19.71676551748127,20.20783042907715,287500,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-05-01 00:00:00-04:00,20.402404627805208,21.38453621544507,20.050318551987186,21.10657501220703,263700,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-06-01 00:00:00-04:00,21.436073553689443,21.63368354865324,20.42919768207505,20.61739921569824,644400,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-07-01 00:00:00-04:00,20.66444576140565,21.501940492558926,20.46683579455923,21.08789825439453,395500,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-08-01 00:00:00-04:00,21.087899892953743,22.537046941718582,20.8996983714857,21.66191291809082,354700,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-09-01 00:00:00-04:00,22.163414145952192,23.720584200676253,21.981902922426805,23.44354248046875,817600,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-10-01 00:00:00-04:00,23.453093735703423,23.701477032191058,22.803477985805834,23.13783836364746,227500,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-11-01 00:00:00-04:00,23.13784012420901,23.309797944256083,22.239841009494903,22.34492492675781,231800,0.352,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2024-12-01 00:00:00-05:00,22.70788615800474,22.785453585598603,21.242830282830592,21.7576847076416,377500,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
2025-01-01 00:00:00-05:00,21.980690347910198,22.73697413735053,21.680116803756466,21.844947814941406,414600,0.0,0.0,8935,14550,24.83,20.57,22.98372,22.721615,Banks - Regional,Financial Services,NMS,FCNCO
